movieId,avg_rating,rating_count,weighted_score
110,4.009009009009009,222,3.9880942703872906
111,4.075949367088608,79,4.013974083729489
112,3.4871794871794872,39,3.492374249885365
113,4.0,1,3.5582880220201702
116,4.125,4,3.6907841908812546
117,3.0,1,3.4654806759470254
118,2.5,2,3.3410238146852063
119,3.0,2,3.425949438956159
121,4.0,1,3.5582880220201702
122,2.6923076923076925,13,3.0445909163686826
123,4.333333333333333,3,3.7057183634633684
125,3.6875,8,3.5915923000649643
126,1.75,4,3.0011294748824198
128,3.0,1,3.4654806759470254
129,2.0,1,3.3726733298738805
132,2.5,4,3.2189151746715257
135,2.98,25,3.129850678448342
140,3.4285714285714284,14,3.463325102123243
141,3.5135135135135136,74,3.5134652801657538
144,3.5,9,3.5068204477476663
145,3.2888888888888888,45,3.3289010593963173
146,3.0,1,3.4654806759470254
147,3.5,14,3.5053860744285443
148,5.0,1,3.651095368093315
150,3.8191489361702127,188,3.8040225063687125
151,3.4615384615384617,39,3.4718719472078794
152,1.5,2,3.171172566143301
153,2.9461538461538463,130,2.9858026017258457
154,3.875,12,3.7125397029188973
155,2.4,5,3.1364167365944353
156,3.3333333333333335,3,3.470884871550904
157,3.0,6,3.3179433044898716
158,2.803921568627451,51,2.917985343882751
159,2.6818181818181817,11,3.072951040277095
160,2.8214285714285716,42,2.9520146588942913
161,3.6526315789473682,95,3.639613960351932
162,4.269230769230769,13,3.944700325559054
163,3.625,48,3.6060675552002355
164,3.3461538461538463,13,3.417807012862251
165,3.5492424242424243,132,3.546750509909695
166,2.8333333333333335,3,3.353468125594672
168,3.106382978723404,47,3.176407871750077
169,2.2142857142857144,7,2.971121239348444
170,3.173076923076923,26,3.2659833990778773
171,3.75,4,3.5818913409867017
172,2.7222222222222223,45,2.8633602879498663
173,2.7,50,2.832966291083822
174,2.4285714285714284,7,3.0605399686974666
175,3.9375,16,3.776549037731489
176,4.222222222222222,9,3.853025339565719
177,2.4,5,3.1364167365944353
179,1.5,2,3.171172566143301
180,3.5483870967741935,31,3.5399277401507203
181,2.111111111111111,9,2.8410418096360273
183,3.5,2,3.510875063227112
184,3.0,1,3.4654806759470254
185,3.106060606060606,99,3.1426390000134092
186,2.682926829268293,41,2.842748595969607
187,4.125,4,3.6907841908812546
188,3.3181818181818183,11,3.409894334058836
190,2.75,4,3.291510407934561
191,1.6666666666666667,3,3.0794957183634635
193,2.4655172413793105,29,2.7296082783180045
194,3.5833333333333335,12,3.5518049826116567
195,3.2222222222222223,9,3.3736647201253387
196,2.7027027027027026,37,2.8720589993191585
198,3.3,20,3.369959870835527
199,4.75,2,3.7231891239044934
202,3.0,1,3.4654806759470254
203,3.2857142857142856,14,3.3792031575126407
204,2.740740740740741,27,2.946038314581488
205,3.0625,8,3.3102984921530414
206,3.0,2,3.425949438956159
207,3.3076923076923075,13,3.3958531248332173
208,2.926470588235294,102,2.9777728358705615
209,3.25,2,3.4684122510916353
210,3.0,2,3.425949438956159
211,3.5,2,3.510875063227112
212,2.5,2,3.3410238146852063
213,4.375,4,3.76337942414429
214,4.0,1,3.5582880220201702
215,3.977272727272727,22,3.8344783924288386
216,3.2976190476190474,42,3.3383014088408816
217,2.0,3,3.157773549000952
218,3.272727272727273,11,3.3858269559315692
220,3.0,1,3.4654806759470254
222,3.727272727272727,11,3.626500737204241
223,3.802197802197802,91,3.7741558071877606
224,3.586206896551724,29,3.567777004532887
225,3.5113636363636362,44,3.5116792907887984
227,2.8421052631578947,19,3.070045452241353
228,2.0,2,3.256098190414254
229,3.5,6,3.5081175210547
230,3.4473684210526314,19,3.4696978017336058
231,3.02991452991453,117,3.0671706402244343
232,4.045454545454546,11,3.7949723840951113
233,3.5454545454545454,11,3.530231224695172
234,2.5454545454545454,11,3.0007489058952936
235,3.6615384615384614,65,3.642133770282879
236,3.3974358974358974,39,3.420616190514165
237,3.5,13,3.5056225649783848
238,3.0,1,3.4654806759470254
239,3.076923076923077,13,3.264129796659017
242,3.3333333333333335,3,3.470884871550904
246,4.2727272727272725,22,4.03904166969508
247,3.892857142857143,14,3.7367214221077005
248,3.409090909090909,11,3.4580290903133704
249,3.5454545454545454,11,3.530231224695172
250,2.75,2,3.383486626820683
251,3.5,1,3.511884348983598
252,3.418918918918919,37,3.4386008450748142
253,3.4393939393939394,99,3.4460175082579796
255,1.375,4,2.892236624987867
256,2.9166666666666665,30,3.0632447001946645
257,3.4166666666666665,12,3.459956571007519
258,2.875,8,3.225910349779465
259,3.0,2,3.425949438956159
260,4.218884120171674,233,4.190466677681481
261,3.91025641025641,39,3.8306622440638773
262,3.96875,16,3.7959476729654655
263,4.0,1,3.5582880220201702
265,4.0,27,3.8705792138768063
266,3.4210526315789473,57,3.4345272117635495
267,2.7916666666666665,12,3.1155250274920037
270,3.4,5,3.474826003257811
271,3.0,2,3.425949438956159
272,3.9761904761904763,21,3.829099950234215
273,3.022727272727273,22,3.1735816504917507
274,2.7,5,3.2379395165934484
275,2.0,3,3.157773549000952
276,3.289473684210526,19,3.365440667083453
277,3.1166666666666667,30,3.214093188562138
278,1.5,2,3.171172566143301
279,3.0,2,3.425949438956159
280,4.0,8,3.7322392040209253
281,3.8181818181818183,11,3.674635493458775
282,3.328125,32,3.3714076634573136
283,4.5,2,3.6807263117690168
284,4.5,1,3.6046916950567427
285,4.0,1,3.5582880220201702
287,3.0,1,3.4654806759470254
288,3.2705882352941176,85,3.295600694613666
289,3.1666666666666665,3,3.4317459562321604
290,4.055555555555555,9,3.773131902992322
291,2.0,1,3.3726733298738805
292,3.3707865168539324,89,3.3848702102576596
293,4.030701754385965,114,3.9898246778690303
295,3.0,1,3.4654806759470254
296,4.175276752767528,271,4.152223481516371
298,2.0,1,3.3726733298738805
299,4.333333333333333,3,3.7057183634633684
300,3.622950819672131,61,3.6077789189133487
301,4.0,1,3.5582880220201702
302,3.2,5,3.407144149925136
303,2.875,24,3.059676032058503
304,3.6666666666666665,3,3.5491627021883922
305,2.3,5,3.102575809928098
306,4.21875,16,3.9511367548372798
307,3.85,20,3.7393972052465925
308,3.9705882352941178,17,3.803568672314076
311,3.0,1,3.4654806759470254
312,1.1666666666666667,6,2.6206378437521676
313,3.0,1,3.4654806759470254
314,3.8333333333333335,15,3.7069849477981003
315,3.096774193548387,31,3.196580177430125
316,3.3870967741935485,124,3.3963039051688813
317,3.1956521739130435,69,3.2350435593026807
318,4.41696113074205,283,4.386783522788605
319,3.7058823529411766,17,3.635501502646656
320,3.0,1,3.4654806759470254
321,4.0,2,3.5958006874980644
322,3.7222222222222223,9,3.6133450298455285
324,4.0,1,3.5582880220201702
325,1.9,5,2.9672121032627476
326,4.0,3,3.6274405328258803
327,2.75,26,2.958506188821049
328,3.0,5,3.339462296592461
329,3.403225806451613,93,3.4136760375149313
330,3.25,4,3.436700874460631
331,3.0,1,3.4654806759470254
332,3.0,10,3.253631161295478
333,3.641025641025641,39,3.6153880659502784
334,4.5,4,3.7996770407758076
335,4.0,1,3.5582880220201702
337,3.8852459016393444,61,3.8338474168163694
338,2.8125,16,3.078198169308327
339,3.467032967032967,91,3.4715014063849394
340,3.3333333333333335,3,3.470884871550904
341,4.0,2,3.5958006874980644
342,3.2857142857142856,28,3.344554742176816
343,2.625,4,3.2552127913030433
344,3.0326797385620914,153,3.061530075047605
345,3.5714285714285716,28,3.5563349690290407
346,3.4,5,3.474826003257811
347,3.75,4,3.5818913409867017
348,3.5925925925925926,27,3.5714630405753796
349,3.6407766990291264,103,3.6297100668247473
350,3.425531914893617,47,3.440608621929915
351,3.2916666666666665,12,3.391070262304416
352,2.5,2,3.3410238146852063
353,3.5392156862745097,51,3.535015280122241
354,3.6,5,3.5425078565904866
355,2.3636363636363638,33,2.626313546077122
356,4.15625,304,4.136214001015716
357,3.465909090909091,88,3.47062699295744
358,2.8333333333333335,6,3.2545518989682622
360,2.642857142857143,7,3.14995869804649
361,2.9,10,3.203062284481434
362,3.625,28,3.5960437615638328
363,4.0,2,3.5958006874980644
364,3.938311688311688,154,3.912932683280181
365,3.5,2,3.510875063227112
366,3.0,8,3.282169111361849
367,3.1911764705882355,136,3.212763207595154
368,3.490740740740741,54,3.4941678404046685
369,4.0,1,3.5582880220201702
370,3.0476190476190474,42,3.1355008651189213
371,3.25,12,3.3681081594033815
372,2.7222222222222223,18,3.0005601627973126
373,3.4444444444444446,9,3.480189302223201
374,1.96875,16,2.554435017990955
376,3.1129032258064515,31,3.2088425903844318
377,3.4837662337662336,154,3.485517045340688
378,2.7,5,3.2379395165934484
379,2.6052631578947367,19,2.913659750266124
380,3.4732142857142856,168,3.4754074205756362
381,3.75,8,3.6197216808561565
382,3.3636363636363638,11,3.433961712186103
383,2.933333333333333,15,3.1620810110683726
385,4.0,1,3.5582880220201702
386,3.0,1,3.4654806759470254
387,2.0,3,3.157773549000952
389,5.0,1,3.651095368093315
390,3.5,4,3.5092961077236664
391,4.5,1,3.6046916950567427
393,2.3333333333333335,9,2.9475663917338895
405,2.5714285714285716,7,3.120152454930149
407,3.3333333333333335,6,3.444726115533091
408,3.0,2,3.425949438956159
409,2.0,1,3.3726733298738805
410,3.05,70,3.106744688858449
412,3.4642857142857144,14,3.4843555882758936
413,2.760869565217391,23,2.985219181130396
414,2.4,5,3.1364167365944353
415,2.4444444444444446,9,3.0008286827828208
416,2.8333333333333335,6,3.2545518989682622
417,3.8333333333333335,12,3.689577600017863
418,3.0,1,3.4654806759470254
419,2.7142857142857144,14,3.042715379070231
420,2.735294117647059,51,2.8603958831670653
421,3.227272727272727,11,3.3617595778043015
422,3.5,2,3.510875063227112
423,3.0,6,3.3179433044898716
424,2.0,2,3.256098190414254
425,3.75,2,3.553337875362588
426,3.1666666666666665,6,3.381334710011481
427,2.35,10,2.9249334620041925
428,3.8333333333333335,15,3.7069849477981003
429,2.2,5,3.0687348832617602
430,2.5,1,3.419077002910453
431,3.7205882352941178,34,3.6742559081682806
432,2.588888888888889,45,2.7538212829036426
433,2.8,5,3.271780443259786
434,3.0691489361702127,94,3.11096658651115
435,2.450980392156863,51,2.621810974487796
436,2.6666666666666665,6,3.1911604934466524
437,2.6,5,3.204098589927111
438,3.0,4,3.364105641197596
440,3.574626865671642,67,3.566793270722641
441,3.9864864864864864,37,3.887558534164202
442,3.152173913043478,69,3.1969604155029763
444,2.5,4,3.2189151746715257
445,2.857142857142857,7,3.2393774273955134
446,4.357142857142857,7,3.865308532838676
448,3.75,4,3.5818913409867017
449,1.0,1,3.2798659838007356
450,2.8,5,3.271780443259786
451,4.0,1,3.5582880220201702
452,3.0,3,3.392607040913416
453,2.5,2,3.3410238146852063
454,3.573170731707317,82,3.566772578152213
455,2.42,25,2.7272627178479802
456,3.3333333333333335,3,3.470884871550904
457,4.008670520231214,173,3.9821668695010275
458,3.0,3,3.392607040913416
459,2.1666666666666665,3,3.196912464319696
460,3.0,1,3.4654806759470254
461,3.5,2,3.510875063227112
464,2.875,8,3.225910349779465
466,2.8260869565217392,46,2.9464914211493243
467,5.0,1,3.651095368093315
468,3.1842105263157894,19,3.2959359106500177
469,4.0,3,3.6274405328258803
470,1.0,1,3.2798659838007356
471,3.375,32,3.4073142983505154
472,2.5,2,3.3410238146852063
473,2.125,4,3.1100223247769727
474,3.6454545454545455,55,3.6254813249665983
475,4.078947368421052,19,3.886726340334217
476,1.0,1,3.2798659838007356
477,3.5,11,3.5061638465679046
478,2.5,1,3.419077002910453
479,2.25,4,3.1463199414084904
480,3.755656108597285,221,3.7453820896182735
481,3.090909090909091,11,3.2895574434225
482,3.7142857142857144,7,3.5970523447916065
485,3.0795454545454546,44,3.1583553153544135
486,3.0,3,3.392607040913416
487,2.6666666666666665,3,3.314329210275928
488,3.0,1,3.4654806759470254
489,2.8125,8,3.1977809689882726
490,3.0,9,3.267140138027476
491,3.25,12,3.3681081594033815
492,3.7083333333333335,12,3.6206912913147598
493,3.6666666666666665,9,3.586713884321063
494,3.409090909090909,33,3.4328592537864795
495,5.0,1,3.651095368093315
497,3.8378378378378377,37,3.7699743774979337
499,2.5,2,3.3410238146852063
500,3.44140625,128,3.4464928648624804
501,3.6,5,3.5425078565904866
502,2.8125,8,3.1977809689882726
504,3.0,2,3.425949438956159
505,2.3,5,3.102575809928098
506,4.0,1,3.5582880220201702
507,3.4444444444444446,9,3.480189302223201
508,3.5545454545454547,55,3.548291061804753
509,3.5294117647058822,51,3.5267882143057143
510,3.0,1,3.4654806759470254
511,3.0,2,3.425949438956159
512,3.0,3,3.392607040913416
513,3.375,4,3.4729984910921488
514,3.357142857142857,14,3.421264129817942
515,3.735294117647059,17,3.6541756326097024
516,2.8076923076923075,13,3.1104525804557825
517,3.3333333333333335,6,3.444726115533091
518,2.25,2,3.29856100254973
519,2.4285714285714284,14,2.874471489849026
520,3.125,56,3.1826766531579227
521,3.1666666666666665,3,3.4317459562321604
522,3.25,6,3.4130304127722857
523,3.5,2,3.510875063227112
524,3.54,25,3.5324386390487046
527,4.205882352941177,187,4.1714676551763334
528,2.0,1,3.3726733298738805
529,4.0,30,3.880340678851813
531,3.2045454545454546,22,3.299466744194053
532,2.9545454545454546,11,3.2173553090406983
533,2.8461538461538463,13,3.132406468484816
534,3.65,10,3.5823288605867636
535,3.1818181818181817,11,3.3376921996770346
536,4.0,1,3.5582880220201702
537,3.1,10,3.304200038109522
538,3.875,8,3.675980442438541
539,3.452127659574468,94,3.457870916431725
540,2.888888888888889,9,3.213877846978545
541,4.11214953271028,107,4.062004271849511
542,2.7,10,3.101924530853346
543,3.257142857142857,35,3.3130219022488623
544,2.4,5,3.1364167365944353
546,2.0,17,2.552401964789947
547,3.25,2,3.4684122510916353
548,3.25,4,3.436700874460631
549,4.5,2,3.6807263117690168
550,3.25,4,3.436700874460631
551,3.5822784810126582,79,3.574661259228427
552,3.3085106382978724,47,3.343735013530641
553,3.798076923076923,52,3.752983434437245
555,3.7211538461538463,52,3.6882323310830087
556,3.0,4,3.364105641197596
558,3.0,7,3.2989899136281955
562,3.6944444444444446,18,3.6306229622984176
563,4.0,1,3.5582880220201702
564,2.0,1,3.3726733298738805
567,2.0,3,3.157773549000952
569,3.0,4,3.364105641197596
573,3.5,1,3.511884348983598
574,4.0,1,3.5582880220201702
575,2.375,12,2.88590399848166
577,3.0,1,3.4654806759470254
579,3.0,1,3.4654806759470254
580,1.0,1,3.2798659838007356
581,4.0,3,3.6274405328258803
583,4.0,1,3.5582880220201702
585,2.75,26,2.958506188821049
586,3.0,100,3.0456894384903874
587,3.4320388349514563,103,3.439064992455271
588,3.7676470588235293,170,3.753806433902701
589,3.935,200,3.9153404847205877
590,3.8445945945945947,148,3.824056732780438
592,3.3914285714285715,175,3.39786526802724
593,4.163346613545817,251,4.138972478740521
594,3.6328125,64,3.6169509034561504
595,3.787878787878788,132,3.7689335321245254
596,3.4326923076923075,52,3.4454156935046227
597,3.4956521739130433,115,3.4970190662858345
599,3.6666666666666665,9,3.586713884321063
600,4.0,1,3.5582880220201702
602,4.0,1,3.5582880220201702
605,2.9285714285714284,7,3.2691836705118544
606,2.6666666666666665,3,3.314329210275928
608,4.144230769230769,156,4.107015825274539
609,3.3636363636363638,11,3.433961712186103
610,3.46,25,3.474926073248653
611,2.875,4,3.3278080245660786
612,2.625,4,3.2552127913030433
613,3.3333333333333335,6,3.444726115533091
615,3.0,1,3.4654806759470254
616,3.375,40,3.402120640099243
617,4.0,1,3.5582880220201702
619,2.25,2,3.29856100254973
627,4.0,3,3.6274405328258803
628,3.5625,24,3.548202917222988
631,3.0,8,3.282169111361849
632,4.0,1,3.5582880220201702
633,5.0,1,3.651095368093315
635,3.0,2,3.425949438956159
636,3.0,1,3.4654806759470254
637,2.9375,24,3.1040875670734556
638,3.0,1,3.4654806759470254
639,3.0,4,3.364105641197596
640,3.0,6,3.3179433044898716
645,3.0,1,3.4654806759470254
647,3.38,25,3.417413507448601
648,3.5215827338129495,139,3.5210253992738396
649,3.0,1,3.4654806759470254
650,3.0,1,3.4654806759470254
653,3.1372549019607843,51,3.1977055816446533
656,3.0,1,3.4654806759470254
661,3.5128205128205128,39,3.5128765525628505
662,3.6666666666666665,3,3.5491627021883922
663,3.45,10,3.4811911069586756
665,4.333333333333333,3,3.7057183634633684
667,2.9285714285714284,7,3.2691836705118544
668,4.25,2,3.6382634996335406
670,4.75,2,3.7231891239044934
671,3.388888888888889,27,3.4219049539246664
673,2.715909090909091,44,2.860819336041247
674,3.3125,8,3.42281601531781
678,3.8125,8,3.6478510616473487
680,4.5,3,3.7448572787821126
685,3.0,1,3.4654806759470254
688,2.6,5,3.204098589927111
691,3.5,2,3.510875063227112
692,1.5,2,3.171172566143301
694,3.2142857142857144,7,3.388408642977219
695,4.0,2,3.5958006874980644
697,2.25,2,3.29856100254973
698,1.0,1,3.2798659838007356
700,3.0833333333333335,6,3.3496390072506763
703,2.0,1,3.3726733298738805
704,2.875,4,3.3278080245660786
707,2.8529411764705883,17,3.093951733718302
708,3.4347826086956523,46,3.4485083718163017
709,3.2142857142857144,7,3.388408642977219
710,2.5,7,3.090346211813808
711,2.9166666666666665,6,3.286247601729067
714,3.875,12,3.7125397029188973
715,4.0,1,3.5582880220201702
718,3.75,2,3.553337875362588
719,2.64,25,2.8854222737981225
720,4.06,25,3.9062703167490405
722,4.0,1,3.5582880220201702
724,3.0925925925925926,27,3.204365918796356
725,1.75,2,3.213635378278777
726,3.0,1,3.4654806759470254
728,3.5625,8,3.5353335384825795
731,3.5,2,3.510875063227112
733,3.642156862745098,102,3.630870523601715
735,4.0,5,3.677871563255837
736,3.3053097345132745,113,3.3218534359004823
737,3.0357142857142856,14,3.2319897544440863
741,4.173913043478261,23,3.9768283637442514
742,3.0,8,3.282169111361849
743,2.5434782608695654,23,2.8326639222667263
745,3.7948717948717947,39,3.738401882015192
747,3.0,1,3.4654806759470254
748,3.142857142857143,14,3.295081212902038
750,4.304597701149425,87,4.224650450658654
757,4.0,1,3.5582880220201702
759,3.5,2,3.510875063227112
760,4.25,2,3.6382634996335406
761,2.8666666666666667,15,3.1217177564958005
762,2.4,35,2.6430052882474944
764,3.5,2,3.510875063227112
765,3.2857142857142856,14,3.3792031575126407
766,3.3333333333333335,3,3.470884871550904
773,3.5,1,3.511884348983598
778,4.0588235294117645,85,4.00253811012756
779,4.0,2,3.5958006874980644
780,3.446327683615819,177,3.4498222697153063
781,3.3,5,3.440985076591474
782,2.8333333333333335,6,3.2545518989682622
783,3.3658536585365852,41,3.3942009834197533
784,2.8815789473684212,38,3.010791385210345
785,3.418918918918919,37,3.4386008450748142
786,3.0918367346938775,49,3.161898035744568
788,2.73728813559322,59,2.8475544880631727
790,2.0,1,3.3726733298738805
795,4.0,1,3.5582880220201702
798,2.7222222222222223,9,3.1339844104051484
799,3.4705882352941178,17,3.486108462942282
800,4.03125,16,3.834744943433419
801,3.2142857142857144,7,3.388408642977219
802,3.3552631578947367,38,3.3875574043684566
803,4.0,1,3.5582880220201702
804,3.2857142857142856,7,3.41821488609356
805,3.7142857142857144,28,3.6622250824551528
806,1.5,1,3.326269656837308
808,3.5,2,3.510875063227112
809,2.3,5,3.102575809928098
810,1.8,10,2.64680463952695
813,2.5,2,3.3410238146852063
818,3.25,10,3.380053353330588
824,4.0,1,3.5582880220201702
828,3.5,2,3.510875063227112
829,2.625,8,3.1133928266146955
830,3.0294117647058822,17,3.205996513496582
832,3.375,24,3.414968312178128
833,1.875,4,3.0374270915139374
835,3.5,2,3.510875063227112
836,3.0,11,3.2414226871679657
837,3.2037037037037037,27,3.2859430569694728
838,3.925925925925926,27,3.816194455094729
839,2.611111111111111,9,3.080722119356217
840,3.25,2,3.4684122510916353
841,3.0,1,3.4654806759470254
842,2.4444444444444446,9,3.0008286827828208
848,3.75,4,3.5818913409867017
849,3.0,36,3.10956979853475
851,3.0,4,3.364105641197596
852,3.1486486486486487,37,3.224811469317963
858,4.3028571428571425,175,4.261077240050943
861,3.5,4,3.5092961077236664
866,4.142857142857143,21,3.942828592418222
867,0.5,1,3.233462310764163
869,3.6666666666666665,3,3.5491627021883922
870,1.0,1,3.2798659838007356
875,3.5,1,3.511884348983598
876,5.0,1,3.651095368093315
879,2.3333333333333335,3,3.23605137963844
880,2.772727272727273,22,3.0004896466510846
881,1.5,2,3.171172566143301
886,3.0,3,3.392607040913416
888,0.5,1,3.233462310764163
891,4.0,4,3.654486574249737
892,3.4,10,3.4559066685516537
893,3.0,1,3.4654806759470254
896,2.0,1,3.3726733298738805
897,3.75,2,3.553337875362588
898,4.388888888888889,27,4.156099197482714
899,4.170731707317073,41,4.044127011485998
900,3.7083333333333335,12,3.6206912913147598
901,2.6666666666666665,6,3.1911604934466524
902,3.9193548387096775,31,3.8219632380997806
903,3.977777777777778,45,3.8948525854684735
904,4.176923076923077,65,4.090144414425838
905,4.423076923076923,13,4.032515877675188
906,4.166666666666667,3,3.6665794481446246
907,3.5,2,3.510875063227112
908,4.15625,48,4.047434858988249
909,3.8958333333333335,24,3.7850644373027382
910,4.011363636363637,44,3.9207912623444026
911,3.772727272727273,11,3.650568115331508
912,4.218390804597701,87,4.14715110378714
913,4.083333333333333,36,3.961563075060211
914,4.033333333333333,30,3.905482093579725
915,3.7222222222222223,27,3.6666363684440153
916,4.104166666666667,24,3.9331028873525824
917,3.0,1,3.4654806759470254
918,3.875,8,3.675980442438541
919,3.86875,80,3.8300256302981803
920,3.717948717948718,39,3.6768949739827352
921,3.375,8,3.450945396109003
922,4.391304347826087,23,4.1293836226079215
923,4.077586206896552,58,3.9961718841073557
924,3.8820224719101124,89,3.845513042964626
926,4.214285714285714,21,3.9915694390685106
927,4.0,2,3.5958006874980644
928,4.235294117647059,17,3.971635841981496
930,4.375,16,4.048129931007163
931,4.0,6,3.6982917376195283
932,3.9285714285714284,7,3.6864710741406297
933,4.25,20,4.008078903000094
934,3.15,10,3.329484476516544
935,3.75,2,3.553337875362588
936,4.0,5,3.677871563255837
937,3.5,2,3.510875063227112
938,2.5,4,3.2189151746715257
940,4.0,8,3.7322392040209253
941,3.75,2,3.553337875362588
942,4.5,4,3.7996770407758076
943,3.875,4,3.6181889576182193
944,4.0,1,3.5582880220201702
945,3.9166666666666665,6,3.666596034858724
946,2.5,3,3.275190294957184
947,3.25,2,3.4684122510916353
948,3.9,5,3.644030636589499
949,4.0,3,3.6274405328258803
950,3.6,5,3.5425078565904866
951,4.458333333333333,12,4.034009143533378
952,3.65,10,3.5823288605867636
953,4.066037735849057,53,3.979937070384355
954,4.0,16,3.8153463081994428
955,3.8529411764705883,17,3.7288721524618893
956,4.0,1,3.5582880220201702
961,4.0,1,3.5582880220201702
963,3.0,1,3.4654806759470254
965,4.357142857142857,7,3.865308532838676
968,3.7916666666666665,24,3.711045212277816
969,3.9516129032258065,31,3.8464880640083945
970,3.5,1,3.511884348983598
971,4.222222222222222,9,3.853025339565719
973,3.875,4,3.6181889576182193
976,3.0,1,3.4654806759470254
982,3.0,1,3.4654806759470254
984,2.0,1,3.3726733298738805
986,3.6666666666666665,9,3.586713884321063
988,3.0,2,3.425949438956159
990,2.625,4,3.2552127913030433
991,3.25,8,3.394686634526618
993,3.0,1,3.4654806759470254
994,4.333333333333333,6,3.825074548662747
996,2.388888888888889,9,2.974197537258355
998,3.5,2,3.510875063227112
999,3.0,7,3.2989899136281955
1003,2.5,3,3.275190294957184
1004,3.0,2,3.425949438956159
1005,2.2857142857142856,7,3.0009274824647845
1006,3.8333333333333335,3,3.5883016175071365
1007,2.6666666666666665,9,3.1073532648806825
1008,3.0,1,3.4654806759470254
1009,2.75,6,3.2228561962074576
1010,3.0625,8,3.3102984921530414
1011,2.9285714285714284,7,3.2691836705118544
1012,3.2857142857142856,7,3.41821488609356
1013,3.05,10,3.2789155997024997
1014,2.375,4,3.182617558040008
1015,3.0588235294117645,17,3.2246706434596284
1016,2.9,5,3.3056213699261234
1017,3.5555555555555554,9,3.5334515932721318
1018,2.125,4,3.1100223247769727
1019,3.5625,16,3.5437654149237687
1020,3.0344827586206895,29,3.15514009316556
1021,2.4318181818181817,22,2.764455095959267
1022,3.5277777777777777,36,3.524643446072795
1023,3.5454545454545454,11,3.530231224695172
