userId,movieId,rating,rated_at,days_since_rated
1,3439,4.0,2000-07-30 18:29:59,6629
1,3440,4.0,2000-07-30 18:29:59,6629
1,1198,5.0,2000-07-30 18:30:27,6629
1,1196,5.0,2000-07-30 18:30:27,6629
1,3793,5.0,2000-07-30 18:30:55,6629
1,1214,4.0,2000-07-30 18:30:55,6629
1,2692,5.0,2000-07-30 18:30:55,6629
1,1197,5.0,2000-07-30 18:31:12,6629
1,3062,4.0,2000-07-30 18:31:12,6629
1,2944,5.0,2000-07-30 18:31:12,6629
1,2028,4.0,2000-07-30 18:31:28,6629
1,2571,5.0,2000-07-30 18:31:28,6629
1,2949,5.0,2000-07-30 18:31:28,6629
1,1222,5.0,2000-07-30 18:31:49,6629
1,1291,5.0,2000-07-30 18:31:49,6629
1,1220,5.0,2000-07-30 18:31:49,6629
1,457,5.0,2000-07-30 18:31:49,6629
1,3703,5.0,2000-07-30 18:31:49,6629
1,940,5.0,2000-07-30 18:36:16,6629
1,110,4.0,2000-07-30 18:36:16,6629
1,1954,5.0,2000-07-30 18:36:16,6629
1,2947,5.0,2000-07-30 18:36:16,6629
1,2948,5.0,2000-07-30 18:36:31,6629
1,2000,4.0,2000-07-30 18:36:51,6629
1,6,4.0,2000-07-30 18:37:04,6629
1,2529,5.0,2000-07-30 18:37:22,6629
1,2993,5.0,2000-07-30 18:37:22,6629
1,2427,5.0,2000-07-30 18:37:22,6629
1,3527,4.0,2000-07-30 18:37:51,6629
1,3639,4.0,2000-07-30 18:37:51,6629
1,2991,5.0,2000-07-30 18:37:51,6629
1,592,4.0,2000-07-30 18:37:51,6629
1,1275,5.0,2000-07-30 18:38:10,6629
1,2916,4.0,2000-07-30 18:38:10,6629
1,1573,5.0,2000-07-30 18:38:10,6629
1,1408,3.0,2000-07-30 18:38:30,6629
1,316,3.0,2000-07-30 18:38:30,6629
1,2406,4.0,2000-07-30 18:38:30,6629
1,2273,4.0,2000-07-30 18:38:30,6629
1,2528,3.0,2000-07-30 18:38:48,6629
1,3441,5.0,2000-07-30 18:38:48,6629
1,1587,5.0,2000-07-30 18:39:06,6629
1,480,4.0,2000-07-30 18:39:06,6629
1,423,3.0,2000-07-30 18:39:23,6629
1,3729,5.0,2000-07-30 18:39:23,6629
1,2640,4.0,2000-07-30 18:39:37,6629
1,733,4.0,2000-07-30 18:40:00,6629
1,1049,5.0,2000-07-30 18:40:00,6629
1,2058,5.0,2000-07-30 18:40:00,6629
1,70,3.0,2000-07-30 18:40:00,6629
1,3740,4.0,2000-07-30 18:40:17,6629
1,2366,4.0,2000-07-30 18:41:02,6629
1,919,5.0,2000-07-30 18:41:15,6629
1,3168,4.0,2000-07-30 18:41:35,6629
1,2987,5.0,2000-07-30 18:41:35,6629
1,1127,4.0,2000-07-30 18:41:53,6629
1,2414,3.0,2000-07-30 18:41:53,6629
1,2115,5.0,2000-07-30 18:42:09,6629
1,590,4.0,2000-07-30 18:42:26,6629
1,2046,4.0,2000-07-30 18:42:43,6629
1,349,4.0,2000-07-30 18:42:43,6629
1,648,3.0,2000-07-30 18:42:43,6629
1,2617,2.0,2000-07-30 18:43:08,6629
1,2470,5.0,2000-07-30 18:43:08,6629
1,2099,4.0,2000-07-30 18:43:08,6629
1,362,5.0,2000-07-30 18:43:08,6629
1,2641,5.0,2000-07-30 18:43:40,6629
1,2450,4.0,2000-07-30 18:43:40,6629
1,1676,3.0,2000-07-30 18:43:40,6629
1,1552,4.0,2000-07-30 18:43:40,6629
1,552,4.0,2000-07-30 18:44:13,6629
1,1031,5.0,2000-07-30 18:44:13,6629
1,736,3.0,2000-07-30 18:44:13,6629
1,2094,5.0,2000-07-30 18:44:13,6629
1,1377,3.0,2000-07-30 18:44:13,6629
1,1023,5.0,2000-07-30 18:44:41,6629
1,1,4.0,2000-07-30 18:45:03,6629
1,2899,5.0,2000-07-30 18:45:03,6629
1,2761,5.0,2000-07-30 18:45:03,6629
1,1282,5.0,2000-07-30 18:45:03,6629
1,1025,5.0,2000-07-30 18:46:31,6629
1,3034,5.0,2000-07-30 18:46:31,6629
1,2137,5.0,2000-07-30 18:46:31,6629
1,2139,5.0,2000-07-30 18:46:31,6629
1,2048,5.0,2000-07-30 18:46:31,6629
1,1032,5.0,2000-07-30 18:46:31,6629
1,2141,5.0,2000-07-30 18:47:18,6629
1,2078,5.0,2000-07-30 18:47:18,6629
1,661,5.0,2000-07-30 18:47:18,6629
1,2096,4.0,2000-07-30 18:47:18,6629
1,596,5.0,2000-07-30 18:47:18,6629
1,2090,5.0,2000-07-30 18:47:18,6629
1,1029,5.0,2000-07-30 18:47:35,6629
1,1024,5.0,2000-07-30 18:47:56,6629
1,2116,5.0,2000-07-30 18:47:56,6629
1,4006,4.0,2000-07-30 18:48:23,6629
1,2033,5.0,2000-07-30 18:48:23,6629
1,1030,3.0,2000-07-30 18:48:23,6629
1,50,5.0,2000-07-30 18:48:51,6629
1,608,5.0,2000-07-30 18:48:51,6629
1,1213,5.0,2000-07-30 18:49:11,6629
1,1617,5.0,2000-07-30 18:49:11,6629
1,1089,5.0,2000-07-30 18:49:11,6629
1,296,3.0,2000-07-30 18:49:27,6629
1,2268,4.0,2000-07-30 18:49:49,6629
1,2580,5.0,2000-07-30 18:50:00,6629
1,1396,3.0,2000-07-30 18:50:17,6629
1,2985,4.0,2000-07-30 18:50:34,6629
1,1804,5.0,2000-07-30 18:50:34,6629
1,1620,4.0,2000-07-30 18:50:56,6629
1,1805,4.0,2000-07-30 18:50:56,6629
1,2616,4.0,2000-07-30 18:51:20,6629
1,2389,2.0,2000-07-30 18:51:34,6629
1,3247,3.0,2000-07-30 18:51:48,6629
1,2387,5.0,2000-07-30 18:52:03,6629
1,954,5.0,2000-07-30 18:53:39,6629
1,1208,4.0,2000-07-30 18:54:10,6629
1,2329,5.0,2000-07-30 18:54:23,6629
2,318,3.0,2015-10-24 19:27:15,1065
2,79132,4.0,2015-10-24 19:27:21,1065
2,131724,5.0,2015-10-24 19:27:31,1065
2,115713,3.5,2015-10-24 19:27:34,1065
2,99114,3.5,2015-10-24 19:27:54,1065
2,112552,4.0,2015-10-24 19:28:02,1065
2,3578,4.0,2015-10-24 19:28:05,1065
2,91529,3.5,2015-10-24 19:28:11,1065
2,74458,4.0,2015-10-24 19:28:46,1065
2,91658,2.5,2015-10-24 19:28:58,1065
2,77455,3.0,2015-10-24 19:29:01,1065
2,6874,4.0,2015-10-24 19:29:12,1065
2,8798,3.5,2015-10-24 19:29:20,1065
2,106782,5.0,2015-10-24 19:29:26,1065
2,71535,3.0,2015-10-24 19:29:34,1065
2,60756,5.0,2015-10-24 19:29:40,1065
2,46970,4.0,2015-10-24 19:30:13,1065
2,333,4.0,2015-10-24 19:30:29,1065
2,48516,4.0,2015-10-24 19:31:04,1065
2,58559,4.5,2015-10-24 19:32:21,1065
2,109487,3.0,2015-10-24 19:32:25,1065
2,68157,4.5,2015-10-24 19:32:34,1065
2,86345,4.0,2015-10-24 19:32:46,1065
3,1275,3.5,2011-05-27 02:28:43,2677
3,2105,2.0,2011-05-27 02:32:39,2677
3,1371,3.0,2011-05-27 02:32:41,2677
3,914,0.5,2011-05-27 02:32:47,2677
3,1263,0.5,2011-05-27 02:32:49,2677
3,2080,0.5,2011-05-27 02:32:52,2677
3,31,0.5,2011-05-27 02:32:58,2677
3,720,0.5,2011-05-27 02:33:15,2677
3,3703,5.0,2011-05-27 02:33:23,2677
3,849,5.0,2011-05-27 02:33:31,2677
3,647,0.5,2011-05-27 02:33:39,2677
3,1272,0.5,2011-05-27 02:33:44,2677
3,1093,0.5,2011-05-27 02:33:47,2677
3,2288,4.0,2011-05-27 02:33:51,2677
3,3210,0.5,2011-05-27 02:33:58,2677
3,6835,5.0,2011-05-27 02:34:30,2677
3,7991,5.0,2011-05-27 02:34:44,2677
3,5746,5.0,2011-05-27 02:35:08,2677
3,5181,5.0,2011-05-27 02:35:18,2677
3,4518,5.0,2011-05-27 02:36:10,2677
3,70946,5.0,2011-05-27 02:36:55,2677
3,5919,5.0,2011-05-27 02:37:05,2677
3,2851,5.0,2011-05-27 02:38:45,2677
3,26409,4.5,2011-05-27 02:39:53,2677
3,1587,4.5,2011-05-27 02:40:03,2677
3,5764,4.5,2011-05-27 02:40:21,2677
3,7899,4.5,2011-05-27 02:40:36,2677
3,3024,4.5,2011-05-27 02:40:54,2677
3,72378,0.5,2011-05-27 02:42:44,2677
3,2018,0.5,2011-05-27 02:42:55,2677
3,1302,0.5,2011-05-27 02:43:09,2677
4,171,3.0,1999-12-13 09:47:08,6860
4,902,4.0,1999-12-13 09:47:26,6860
4,2351,4.0,1999-12-13 09:47:47,6860
4,417,2.0,1999-12-13 09:47:47,6860
4,1304,3.0,1999-12-13 09:47:47,6860
4,2959,2.0,1999-12-13 09:48:48,6860
4,2712,2.0,1999-12-13 09:49:02,6860
4,162,5.0,1999-12-13 09:49:31,6860
4,599,2.0,1999-12-13 09:49:47,6860
4,759,3.0,1999-12-13 09:50:01,6860
4,538,5.0,1999-12-13 09:50:36,6860
4,2019,2.0,1999-12-13 09:51:30,6860
4,368,4.0,1999-12-13 09:51:30,6860
4,1283,5.0,1999-12-13 09:51:30,6860
4,2921,4.0,1999-12-13 09:51:48,6860
4,2843,5.0,1999-12-13 09:53:34,6860
4,2583,5.0,1999-12-13 09:54:23,6860
4,1079,2.0,1999-12-13 09:55:46,6860
4,2973,2.0,1999-12-13 09:55:46,6860
4,1199,2.0,1999-12-13 09:56:07,6860
4,1967,5.0,1999-12-13 09:56:07,6860
4,2692,5.0,1999-12-13 09:56:53,6860
4,2076,4.0,1999-12-13 09:57:32,6860
4,215,5.0,1999-12-13 09:57:58,6860
4,800,4.0,1999-12-13 09:58:26,6860
4,509,1.0,1999-12-13 09:58:26,6860
4,1733,5.0,1999-12-13 09:59:03,6860
4,2390,5.0,1999-12-13 09:59:24,6860
4,319,5.0,1999-12-13 09:59:42,6860
4,1025,4.0,1999-12-13 10:00:32,6860
4,260,5.0,1999-12-13 10:00:59,6860
4,190,2.0,1999-12-13 10:00:59,6860
4,457,5.0,1999-12-13 10:00:59,6860
4,1084,5.0,1999-12-13 10:00:59,6860
4,553,2.0,1999-12-13 10:01:41,6860
4,1073,4.0,1999-12-13 10:04:43,6860
4,919,5.0,1999-12-13 10:05:21,6860
4,2078,5.0,1999-12-13 10:05:21,6860
4,1288,4.0,1999-12-13 10:07:33,6860
4,1947,5.0,1999-12-13 10:07:33,6860
4,899,4.0,1999-12-13 10:07:33,6860
4,1282,5.0,1999-12-13 10:07:33,6860
4,914,5.0,1999-12-13 10:07:50,6860
4,588,4.0,1999-12-13 10:07:50,6860
4,1213,4.0,1999-12-13 10:08:49,6860
4,2203,4.0,1999-12-13 10:08:49,6860
4,1449,5.0,1999-12-13 10:09:27,6860
4,2683,4.0,1999-12-13 10:09:50,6860
4,1517,4.0,1999-12-13 10:09:50,6860
4,1617,2.0,1999-12-13 10:10:37,6860
4,904,4.0,1999-12-13 10:10:37,6860
4,2467,4.0,1999-12-13 10:10:58,6860
4,492,5.0,1999-12-13 10:11:12,6860
4,1732,4.0,1999-12-13 10:11:29,6860
4,1597,1.0,1999-12-13 10:11:46,6860
4,648,3.0,1999-12-13 10:11:46,6860
4,3044,5.0,1999-12-13 10:12:00,6860
4,1719,4.0,1999-12-13 10:12:36,6860
4,296,1.0,1999-12-14 12:09:10,6859
4,2571,1.0,1999-12-14 12:09:45,6859
4,47,2.0,1999-12-14 12:10:25,6859
4,32,2.0,1999-12-14 12:10:47,6859
4,1466,4.0,1999-12-14 12:11:32,6859
4,235,2.0,1999-12-14 12:11:53,6859
4,2770,2.0,1999-12-14 12:12:33,6859
4,920,5.0,1999-12-14 12:13:22,6859
4,1046,5.0,1999-12-14 12:14:14,6859
4,1077,5.0,1999-12-14 12:14:52,6859
4,1391,1.0,1999-12-14 12:16:06,6859
4,912,5.0,1999-12-14 12:18:22,6859
4,908,5.0,1999-12-14 12:18:22,6859
4,910,5.0,1999-12-14 12:19:49,6859
4,1250,5.0,1999-12-14 12:20:08,6859
4,2186,5.0,1999-12-14 12:20:08,6859
4,1203,5.0,1999-12-14 12:20:25,6859
4,1834,5.0,1999-12-14 12:22:14,6859
4,475,5.0,1999-12-14 12:24:50,6859
4,1704,1.0,1999-12-19 18:43:35,6853
4,222,1.0,1999-12-19 18:44:00,6853
4,345,4.0,1999-12-19 18:44:23,6853
4,1895,4.0,1999-12-19 18:46:19,6853
4,2282,1.0,1999-12-19 18:47:18,6853
4,3481,2.0,2000-07-25 15:17:23,6634
4,3365,5.0,2000-07-25 15:18:49,6634
4,3508,5.0,2000-07-25 15:19:11,6634
4,58,3.0,2000-07-25 15:20:44,6634
4,265,5.0,2000-07-25 15:21:08,6634
4,342,5.0,2000-07-25 15:21:40,6634
4,1188,5.0,2000-07-25 15:21:40,6634
4,1094,3.0,2000-07-25 15:21:40,6634
4,930,5.0,2000-07-25 15:22:51,6634
4,1259,4.0,2000-07-25 15:25:28,6634
4,1198,3.0,2000-07-25 15:25:28,6634
4,1291,4.0,2000-07-25 15:26:03,6634
4,1197,5.0,2000-07-25 15:26:03,6634
4,1196,5.0,2000-07-25 15:26:03,6634
4,539,1.0,2000-07-25 15:27:12,6634
4,3175,1.0,2000-07-25 15:28:50,6634
4,2336,2.0,2000-07-25 15:29:24,6634
4,3788,3.0,2000-07-25 15:31:25,6634
4,3160,4.0,2000-07-25 15:32:01,6634
4,2858,5.0,2000-07-25 15:32:20,6634
4,1179,4.0,2000-07-25 15:33:00,6634
4,1211,1.0,2000-07-25 15:33:25,6634
4,1225,4.0,2000-07-25 15:35:26,6634
4,1734,3.0,2000-07-25 15:35:57,6634
4,3386,4.0,2000-07-25 15:36:35,6634
4,1892,2.0,2000-07-25 15:37:11,6634
4,2791,5.0,2000-07-25 15:40:28,6634
4,1103,5.0,2000-07-25 15:42:03,6634
4,1086,5.0,2000-07-25 15:42:03,6634
4,3176,4.0,2000-07-25 15:42:51,6634
4,3204,4.0,2000-07-25 15:43:48,6634
4,2174,5.0,2000-07-25 15:44:15,6634
4,1219,4.0,2000-07-25 15:46:01,6634
4,593,5.0,2000-07-25 15:46:26,6634
4,2762,4.0,2000-07-25 15:46:26,6634
4,2204,5.0,2000-07-25 15:46:48,6634
4,608,5.0,2000-07-25 15:46:48,6634
4,1907,3.0,2000-07-25 15:55:05,6634
4,1057,3.0,2000-07-25 15:56:18,6634
4,3083,5.0,2000-07-26 14:41:27,6633
4,176,5.0,2000-07-26 14:42:45,6633
4,2359,4.0,2000-07-26 14:43:10,6633
4,2324,1.0,2000-07-26 14:43:10,6633
4,1885,3.0,2000-07-26 14:43:37,6633
4,1883,4.0,2000-07-26 14:44:02,6633
4,2599,5.0,2000-07-26 14:44:44,6633
4,232,5.0,2000-07-26 14:44:44,6633
4,1966,2.0,2000-07-26 14:44:44,6633
4,1265,4.0,2000-07-26 14:44:44,6633
4,1914,4.0,2000-07-26 14:45:14,6633
4,892,4.0,2000-07-26 14:45:14,6633
4,3358,3.0,2000-07-26 14:45:58,6633
4,1641,4.0,2000-07-26 14:45:58,6633
4,125,5.0,2000-07-26 14:45:58,6633
4,52,3.0,2000-07-26 14:46:26,6633
4,348,4.0,2000-07-26 14:46:26,6633
4,1500,4.0,2000-07-26 14:47:10,6633
4,3255,4.0,2000-07-26 14:55:06,6633
4,357,3.0,2000-07-26 14:55:06,6633
4,2395,3.0,2000-07-26 14:55:06,6633
4,898,5.0,2000-07-26 14:55:47,6633
4,3079,3.0,2000-07-28 09:56:37,6632
4,1183,1.0,2000-07-28 10:01:53,6632
4,2763,1.0,2000-07-28 10:03:41,6632
4,595,3.0,2001-04-09 20:36:49,6376
4,2997,4.0,2001-04-09 20:36:50,6376
4,4074,3.0,2001-04-09 20:37:45,6376
4,4239,5.0,2001-04-09 20:38:05,6376
4,4144,3.0,2001-04-09 20:38:05,6376
4,4166,3.0,2001-04-09 20:38:20,6376
4,4034,5.0,2001-04-09 20:39:13,6376
4,106,4.0,2001-04-09 20:39:44,6376
4,450,2.0,2001-04-09 20:40:28,6376
4,4020,3.0,2001-04-09 20:40:56,6376
4,2628,1.0,2001-04-09 20:41:34,6376
4,247,3.0,2001-04-09 20:41:34,6376
4,3489,1.0,2001-04-09 20:41:48,6376
4,126,1.0,2001-04-09 20:42:00,6376
4,1860,2.0,2001-04-09 20:43:21,6376
4,1266,4.0,2001-04-09 20:43:57,6376
4,937,3.0,2001-04-09 20:44:45,6376
4,3996,4.0,2001-04-09 20:45:30,6376
4,4033,4.0,2001-04-09 20:45:49,6376
4,3911,3.0,2001-04-09 20:45:49,6376
4,3967,4.0,2001-04-09 20:46:04,6376
4,3851,5.0,2001-04-09 20:46:20,6376
4,4021,4.0,2001-04-09 20:46:20,6376
4,4027,3.0,2001-04-09 20:46:41,6376
4,3538,2.0,2001-04-09 20:46:52,6376
4,4029,3.0,2001-04-09 20:47:06,6376
5,590,5.0,1996-11-08 06:32:27,7990
5,592,3.0,1996-11-08 06:32:27,7990
5,150,3.0,1996-11-08 06:32:28,7990
5,380,2.0,1996-11-08 06:32:28,7990
5,296,5.0,1996-11-08 06:32:28,7990
5,457,4.0,1996-11-08 06:33:21,7990
5,588,4.0,1996-11-08 06:33:21,7990
5,153,3.0,1996-11-08 06:33:22,7990
5,344,3.0,1996-11-08 06:33:22,7990
5,595,5.0,1996-11-08 06:33:52,7990
5,316,2.0,1996-11-08 06:33:52,7990
5,349,3.0,1996-11-08 06:33:52,7990
5,318,3.0,1996-11-08 06:34:40,7990
5,110,4.0,1996-11-08 06:34:40,7990
5,50,4.0,1996-11-08 06:34:41,7990
5,34,4.0,1996-11-08 06:34:41,7990
5,364,3.0,1996-11-08 06:34:42,7990
5,527,5.0,1996-11-08 06:36:00,7990
5,39,3.0,1996-11-08 06:36:01,7990
5,1,4.0,1996-11-08 06:36:02,7990
5,597,3.0,1996-11-08 06:36:02,7990
5,367,4.0,1996-11-08 06:38:49,7990
5,515,3.0,1996-11-08 06:38:49,7990
5,265,3.0,1996-11-08 06:38:49,7990
5,594,5.0,1996-11-08 06:40:38,7990
5,357,2.0,1996-11-08 06:40:38,7990
5,58,5.0,1996-11-08 06:40:38,7990
5,261,4.0,1996-11-08 06:40:38,7990
5,21,4.0,1996-11-08 06:40:38,7990
5,589,3.0,1996-11-08 06:40:58,7990
5,608,3.0,1996-11-08 06:40:58,7990
5,531,4.0,1996-11-08 06:40:58,7990
5,410,3.0,1996-11-08 06:41:32,7990
5,596,5.0,1996-11-08 06:41:32,7990
5,36,4.0,1996-11-08 06:41:32,7990
6,592,3.0,1996-10-17 11:51:49,8012
6,590,5.0,1996-10-17 11:51:49,8012
6,380,4.0,1996-10-17 11:51:50,8012
6,296,2.0,1996-10-17 11:51:50,8012
6,150,4.0,1996-10-17 11:51:50,8012
6,349,5.0,1996-10-17 11:52:26,8012
6,165,3.0,1996-10-17 11:52:26,8012
6,153,3.0,1996-10-17 11:52:26,8012
6,344,3.0,1996-10-17 11:52:26,8012
6,588,5.0,1996-10-17 11:52:26,8012
6,593,4.0,1996-10-17 11:52:54,8012
6,595,5.0,1996-10-17 11:52:54,8012
6,316,5.0,1996-10-17 11:52:54,8012
6,457,5.0,1996-10-17 11:52:54,8012
6,231,3.0,1996-10-17 11:52:54,8012
6,318,5.0,1996-10-17 11:53:20,8012
6,329,4.0,1996-10-17 11:53:20,8012
6,480,5.0,1996-10-17 11:53:20,8012
6,356,5.0,1996-10-17 11:53:20,8012
6,434,4.0,1996-10-17 11:53:20,8012
6,208,3.0,1996-10-17 11:54:13,8012
6,339,4.0,1996-10-17 11:54:13,8012
6,10,3.0,1996-10-17 11:54:13,8012
6,161,3.0,1996-10-17 11:54:13,8012
6,292,4.0,1996-10-17 11:54:13,8012
6,253,3.0,1996-10-17 11:54:43,8012
6,288,2.0,1996-10-17 11:54:43,8012
6,185,3.0,1996-10-17 11:54:43,8012
6,110,5.0,1996-10-17 11:54:43,8012
6,454,4.0,1996-10-17 11:54:43,8012
6,47,4.0,1996-10-17 11:55:17,8012
6,377,5.0,1996-10-17 11:55:17,8012
6,589,3.0,1996-10-17 11:55:17,8012
6,367,4.0,1996-10-17 11:55:17,8012
6,364,5.0,1996-10-17 11:55:17,8012
6,500,5.0,1996-10-17 11:55:54,8012
6,597,4.0,1996-10-17 11:55:54,8012
6,410,3.0,1996-10-17 11:55:54,8012
6,34,4.0,1996-10-17 11:55:54,8012
6,50,1.0,1996-10-17 11:56:21,8012
6,587,5.0,1996-10-17 11:56:21,8012
6,225,4.0,1996-10-17 11:56:21,8012
6,21,2.0,1996-10-17 11:56:22,8012
6,19,2.0,1996-10-17 11:56:22,8012
6,539,3.0,1996-10-17 11:57:06,8012
6,527,3.0,1996-10-17 11:57:06,8012
6,32,4.0,1996-10-17 11:57:06,8012
6,266,3.0,1996-10-17 11:57:37,8012
6,160,5.0,1996-10-17 11:57:37,8012
6,317,4.0,1996-10-17 11:57:37,8012
6,440,4.0,1996-10-17 11:57:37,8012
6,357,3.0,1996-10-17 11:57:37,8012
6,11,4.0,1996-10-17 11:58:09,8012
6,435,3.0,1996-10-17 11:58:09,8012
6,432,5.0,1996-10-17 11:58:09,8012
6,350,5.0,1996-10-17 11:58:09,8012
6,509,3.0,1996-10-17 11:58:42,8012
6,282,3.0,1996-10-17 11:58:42,8012
6,474,4.0,1996-10-17 11:58:42,8012
6,315,4.0,1996-10-17 11:58:42,8012
6,2,4.0,1996-10-17 11:58:42,8012
6,553,5.0,1996-10-17 11:59:19,8012
6,17,4.0,1996-10-17 11:59:19,8012
6,95,4.0,1996-10-17 11:59:19,8012
6,236,4.0,1996-10-17 11:59:19,8012
6,141,4.0,1996-10-17 11:59:46,8012
6,151,4.0,1996-10-17 11:59:46,8012
6,337,5.0,1996-10-17 11:59:46,8012
6,508,4.0,1996-10-17 11:59:46,8012
6,196,3.0,1996-10-17 11:59:46,8012
6,252,4.0,1996-10-17 12:00:19,8012
6,736,5.0,1996-10-17 12:00:19,8012
6,186,3.0,1996-10-17 12:00:19,8012
6,204,3.0,1996-10-17 12:00:19,8012
6,293,3.0,1996-10-17 12:01:00,8012
6,158,4.0,1996-10-17 12:01:00,8012
6,62,4.0,1996-10-17 12:01:00,8012
6,25,3.0,1996-10-17 12:01:35,8012
6,261,4.0,1996-10-17 12:01:35,8012
6,168,5.0,1996-10-17 12:01:35,8012
6,256,3.0,1996-10-17 12:02:06,8012
6,353,4.0,1996-10-17 12:02:06,8012
6,368,5.0,1996-10-17 12:02:06,8012
6,265,3.0,1996-10-17 12:02:06,8012
6,36,5.0,1996-10-17 12:02:06,8012
6,105,3.0,1996-10-17 12:02:37,8012
6,6,4.0,1996-10-17 12:02:37,8012
6,333,5.0,1996-10-17 12:02:37,8012
6,485,3.0,1996-10-17 12:03:14,8012
6,224,3.0,1996-10-17 12:03:14,8012
6,370,4.0,1996-10-17 12:03:14,8012
6,515,4.0,1996-10-17 12:03:14,8012
6,31,3.0,1996-10-17 12:03:39,8012
6,594,4.0,1996-10-17 12:03:39,8012
6,16,4.0,1996-10-17 12:03:39,8012
6,497,3.0,1996-10-17 12:03:39,8012
6,355,4.0,1996-10-17 12:03:39,8012
6,520,3.0,1996-10-17 12:04:04,8012
6,466,2.0,1996-10-17 12:04:04,8012
6,277,5.0,1996-10-17 12:04:04,8012
6,608,3.0,1996-10-17 12:04:04,8012
6,552,3.0,1996-10-17 12:04:35,8012
6,273,3.0,1996-10-17 12:04:35,8012
6,22,5.0,1996-10-17 12:04:35,8012
6,237,4.0,1996-10-17 12:04:35,8012
6,45,3.0,1996-10-17 12:05:07,8012
6,163,3.0,1996-10-17 12:05:07,8012
6,276,4.0,1996-10-17 12:05:07,8012
6,468,4.0,1996-10-17 12:05:07,8012
6,181,3.0,1996-10-17 12:05:38,8012
6,348,3.0,1996-10-17 12:05:38,8012
6,342,3.0,1996-10-17 12:05:38,8012
6,5,5.0,1996-10-17 12:05:38,8012
6,230,5.0,1996-10-17 12:06:06,8012
6,145,4.0,1996-10-17 12:06:06,8012
6,112,4.0,1996-10-17 12:06:34,8012
6,218,2.0,1996-10-17 12:06:34,8012
6,362,3.0,1996-10-17 12:06:34,8012
6,381,3.0,1996-10-17 12:06:34,8012
6,222,4.0,1996-10-17 12:07:04,8012
6,207,4.0,1996-10-17 12:07:04,8012
6,616,5.0,1996-10-17 12:07:42,8012
