movieId,avg_rating,rating_count,rating_std,first_rated,last_rated,popularity_score
83,3.0,1,0.0,1997-01-22 13:03:05,1997-01-22 13:03:05,3.4574
85,3.8571,7,1.5736,1996-04-17 16:50:09,2001-05-28 18:50:51,3.6448
86,3.9667,15,0.7669,1996-08-08 20:48:18,2007-02-18 19:49:51,3.7766
87,2.5,7,0.9574,1996-10-17 12:28:20,2018-02-21 03:49:01,3.0979
88,3.1562,16,1.1792,1996-10-17 12:34:54,2018-03-07 07:46:30,3.292
89,3.25,10,0.7546,1996-10-17 12:25:24,2017-06-26 22:44:46,3.3781
92,2.625,8,1.0264,1996-05-14 13:30:15,2007-02-13 11:15:42,3.1198
93,2.8333,9,1.0308,1996-05-18 20:07:56,2017-06-26 19:07:50,3.1911
94,3.95,10,0.4972,1996-04-17 16:50:09,2007-08-02 20:21:29,3.7217
95,3.0238,84,1.0147,1996-04-17 16:50:09,2017-12-23 00:46:17,3.0763
96,3.5,1,0.0,2003-05-15 17:49:57,2003-05-15 17:49:57,3.5014
97,3.9,10,0.7379,1996-08-06 05:42:20,2018-02-20 09:49:10,3.6972
99,5.0,2,0.0,1996-04-17 16:50:09,2000-03-31 05:54:30,3.7438
100,2.7857,14,0.6993,1996-08-06 05:42:20,2017-06-26 21:04:45,3.0903
101,3.7826,23,1.0426,1999-10-19 19:26:11,2018-05-02 18:53:30,3.6953
102,2.4,5,1.9494,1996-10-17 12:30:36,2000-08-08 04:24:13,3.1432
103,3.0,3,0.0,1996-10-10 19:07:05,1997-05-18 17:31:14,3.389
104,3.4394,99,0.993,1996-04-12 15:19:00,2018-04-15 17:44:20,3.4453
105,3.2826,23,0.8505,1996-04-12 15:19:00,2015-01-30 17:55:50,3.3506
106,4.0,1,0.0,2001-04-09 20:39:44,2001-04-09 20:39:44,3.5454
107,3.3269,26,0.9267,1996-05-14 07:41:56,2017-12-13 02:30:55,3.3767
108,4.0,1,0.0,2000-03-31 05:54:30,2000-03-31 05:54:30,3.5454
110,4.0316,237,0.9677,1996-04-17 17:08:17,2018-07-30 23:37:35,4.0094
111,4.1058,104,0.8205,1996-04-17 16:50:09,2018-08-13 16:46:30,4.051
112,3.5435,46,0.9299,1996-05-12 22:28:13,2017-06-27 05:02:05,3.5358
113,3.3333,3,0.5774,1996-10-17 12:44:17,1997-03-19 11:51:31,3.4638
116,3.9,5,1.0247,1996-11-05 19:10:25,2003-05-15 18:00:22,3.6312
117,3.0,1,0.0,1996-05-14 13:30:36,1996-05-14 13:30:36,3.4574
118,2.5,2,0.7071,2000-06-19 18:26:10,2000-08-08 04:16:57,3.3396
119,3.0,2,0.0,1996-12-26 14:13:43,2000-06-19 18:16:49,3.4205
121,4.0,2,0.0,1996-05-14 07:51:58,2000-03-24 19:11:12,3.5821
122,2.6562,16,0.7238,1996-04-18 11:46:45,2014-02-02 15:09:46,2.9886
123,4.375,4,0.9465,2000-03-31 05:57:35,2015-09-15 21:08:33,3.7447
125,3.5833,12,1.2583,1996-06-10 09:25:17,2009-04-05 15:13:12,3.5454
126,2.0,7,0.8165,1996-05-14 07:51:27,2001-10-30 02:44:14,2.8964
128,3.0,1,0.0,2005-02-26 09:32:50,2005-02-26 09:32:50,3.4574
129,2.0,1,0.0,2000-11-23 00:05:43,2000-11-23 00:05:43,3.3695
132,2.8333,6,0.7528,1996-05-18 20:06:29,2000-10-11 15:15:49,3.2566
135,2.9516,31,1.0276,1996-08-17 19:44:02,2012-08-24 21:13:57,3.0895
137,3.0,1,0.0,1996-11-05 19:10:54,1996-11-05 19:10:54,3.4574
140,3.5,16,0.6831,1996-04-12 15:19:00,2010-03-20 22:02:08,3.5006
141,3.4942,86,0.8419,1996-04-12 15:19:00,2018-09-01 19:22:46,3.495
144,3.3333,12,0.8616,1996-04-17 17:08:17,2018-02-22 23:56:23,3.4113
145,3.2451,51,0.8624,1996-04-18 11:46:45,2018-01-17 02:10:03,3.2884
146,3.3333,3,0.5774,1996-05-14 07:47:39,2002-09-17 10:38:01,3.4638
147,3.4667,15,0.855,1996-08-06 07:37:56,2018-02-20 14:35:06,3.4809
148,5.0,1,0.0,1996-04-17 17:08:17,1996-04-17 17:08:17,3.6333
149,2.0,1,0.0,2000-07-09 21:53:35,2000-07-09 21:53:35,3.3695
150,3.8458,201,0.8767,1996-03-29 18:36:55,2018-09-01 18:42:46,3.8289
151,3.5455,44,0.9512,1996-03-29 18:36:56,2015-01-30 17:54:31,3.5371
152,1.5,2,0.7071,2000-08-21 23:26:58,2017-05-06 02:07:02,3.1779
153,2.9161,137,0.9046,1996-04-17 17:08:17,2018-08-31 10:32:13,2.9573
154,3.875,12,0.6077,1996-08-27 01:39:48,2015-06-29 00:08:41,3.7019
155,2.4167,6,1.3571,1996-04-17 17:08:17,2018-02-23 06:22:30,3.1039
156,3.3333,3,1.1547,2000-07-09 21:30:59,2007-02-17 17:30:25,3.4638
157,2.8636,11,1.0975,1996-10-16 13:02:43,2018-02-22 00:33:58,3.1732
158,2.8065,62,1.1138,1996-04-17 17:08:17,2018-02-20 10:57:03,2.9061
159,2.8929,14,0.9236,1996-04-17 17:08:17,2017-06-26 21:49:43,3.1519
160,2.8772,57,1.0277,1996-04-17 17:08:17,2017-06-26 21:54:13,2.9733
161,3.6359,103,0.8778,1996-03-29 18:36:55,2018-08-11 00:56:38,3.6236
162,4.2059,17,0.6388,1996-04-17 17:08:17,2018-09-24 14:27:30,3.939
163,3.5606,66,0.9943,1996-04-18 11:46:45,2017-06-26 18:27:51,3.5526
164,3.3214,14,0.7748,1996-03-29 18:39:22,2017-06-26 21:59:47,3.3981
165,3.5556,144,0.922,1996-03-29 18:36:55,2017-12-25 21:40:58,3.552
166,2.8333,3,1.2583,2000-06-19 18:22:16,2003-06-09 10:57:14,3.3516
168,3.0833,54,1.2986,1996-03-29 18:36:56,2018-06-25 04:51:12,3.1507
169,2.4,10,0.9944,1996-03-29 18:36:56,2016-04-04 19:11:34,2.9608
170,3.2286,35,0.9183,1996-05-14 13:36:01,2017-06-27 01:07:55,3.291
171,3.8333,6,0.9832,1996-06-27 07:37:48,2000-08-09 04:55:04,3.6232
172,2.6792,53,1.0701,1996-05-12 22:24:35,2017-06-26 21:00:55,2.8138
173,2.6694,62,1.0281,1996-05-12 22:23:46,2017-06-26 22:01:39,2.7886
174,2.7,10,1.4757,1996-05-18 20:06:29,2007-02-21 02:17:47,3.1081
175,3.975,20,0.7518,1996-04-17 17:08:17,2017-06-26 22:59:33,3.8133
176,4.3077,13,0.522,1996-08-24 08:41:26,2018-02-18 22:15:45,3.95
177,2.75,8,1.165,1996-05-14 13:38:25,2009-01-02 21:10:34,3.1743
178,1.0,1,0.0,1996-04-17 17:08:18,1996-04-17 17:08:18,3.2815
179,1.5,2,0.7071,1996-10-17 12:29:22,2000-06-20 15:18:55,3.1779
180,3.4028,36,0.9244,1996-05-12 22:34:55,2018-01-17 02:03:09,3.4249
181,2.2647,17,1.1608,1996-05-14 13:37:43,2018-02-21 01:15:18,2.7333
183,3.5,2,0.7071,1996-05-14 13:30:15,2002-12-09 01:16:07,3.5013
184,3.5,2,0.7071,1996-05-14 13:30:36,2000-07-09 21:58:00,3.5013
185,3.0402,112,1.0379,1996-03-29 18:36:56,2018-08-11 00:15:43,3.0793
186,2.8229,48,1.0743,1996-03-29 18:36:56,2018-01-05 17:37:25,2.9435
187,4.125,4,0.8539,2000-07-09 21:33:18,2005-03-07 21:28:14,3.6751
188,3.4583,12,1.0104,1996-05-14 13:29:51,2017-06-26 23:08:24,3.4784
189,3.0,1,0.0,1996-10-17 12:44:01,1996-10-17 12:44:01,3.4574
190,2.8,5,1.4832,1999-12-13 10:00:59,2003-03-31 02:45:12,3.2733
191,2.4167,6,1.4289,1996-06-23 12:35:57,2018-02-22 19:11:01,3.1039
193,2.4714,35,1.0142,1996-04-17 17:08:18,2018-02-20 11:08:08,2.7069
194,3.6667,18,1.2719,1996-04-17 17:08:18,2016-11-19 08:35:06,3.6063
195,3.1,10,1.2649,1996-03-29 18:36:56,2018-02-20 15:58:57,3.3044
196,2.6667,45,0.917,1996-04-18 11:46:46,2017-06-26 22:32:07,2.8231
198,3.25,28,0.928,1996-05-12 22:29:53,2017-06-27 02:51:21,3.318
199,4.125,4,0.8539,1996-05-14 07:50:04,2005-01-31 17:46:20,3.6751
201,3.0,1,0.0,1996-10-17 12:44:50,1996-10-17 12:44:50,3.4574
202,3.0,1,0.0,2007-02-20 23:53:18,2007-02-20 23:53:18,3.4574
203,3.4318,22,0.7913,1996-05-14 07:37:54,2018-02-14 20:41:58,3.4541
204,2.7167,30,1.1271,1996-03-29 18:36:56,2017-05-06 01:57:48,2.9183
205,3.1667,9,0.6124,1996-04-23 08:19:50,2003-06-02 15:52:52,3.346
206,3.0,2,1.4142,1996-08-12 16:32:02,2000-03-31 05:55:07,3.4205
207,3.4286,21,1.0873,1996-03-29 18:36:56,2018-02-21 18:33:18,3.4527
208,2.913,115,0.9557,1996-03-29 18:36:56,2018-01-05 17:29:39,2.9617
209,3.1667,3,0.7638,1996-10-17 12:41:46,2017-06-26 23:00:03,3.4264
210,3.0,4,0.8165,1996-10-17 12:45:10,2018-02-21 23:39:04,3.3619
211,3.5,2,0.7071,1997-03-30 11:33:30,2009-05-12 05:59:40,3.5013
212,3.0,3,1.3229,1996-10-17 12:43:01,2007-08-04 19:58:58,3.389
213,3.8333,6,1.8074,1996-04-17 17:08:17,2015-11-04 04:10:21,3.6232
214,4.0,2,0.0,1997-03-19 11:43:16,2000-07-09 21:50:52,3.5821
215,4.0417,24,0.9991,1996-04-17 17:08:17,2018-01-05 14:04:57,3.8787
216,3.3265,49,1.0634,1996-05-12 22:26:52,2017-06-26 22:34:15,3.3571
217,2.3333,6,1.5055,1996-08-06 07:43:57,2007-08-02 20:14:57,3.0734
218,3.4286,14,1.0163,1996-03-29 18:36:55,2017-06-26 21:02:44,3.4596
219,3.0,1,0.0,1996-10-17 12:42:11,1996-10-17 12:42:11,3.4574
220,3.0,1,0.0,1996-05-14 13:30:36,1996-05-14 13:30:36,3.4574
222,3.75,16,1.2383,1996-03-29 18:36:55,2009-07-10 22:04:25,3.6523
223,3.8558,104,0.9468,1996-04-17 17:08:17,2017-12-23 00:45:51,3.8237
224,3.6125,40,0.7552,1996-04-17 17:08:17,2012-12-19 22:32:36,3.5897
225,3.5385,52,0.7849,1996-03-29 18:36:55,2009-03-22 09:19:53,3.5324
227,2.8636,22,1.0372,1996-03-29 18:36:55,2010-06-03 06:52:44,3.068
228,2.3333,3,1.1547,1996-04-18 11:46:45,2000-06-19 18:33:43,3.2394
229,3.4286,7,0.8381,1996-04-17 17:08:17,2017-06-26 23:13:58,3.4722
230,3.3958,24,0.7515,1996-04-17 17:08:17,2018-02-21 03:25:28,3.4277
231,3.0602,133,1.1215,1996-04-18 11:46:45,2018-08-28 15:34:11,3.0921
232,3.8929,14,1.2275,1996-05-23 08:28:10,2007-06-16 04:02:37,3.7264
233,3.5,12,0.5222,1996-05-14 13:37:56,2018-02-20 16:19:54,3.5007
234,2.5882,17,0.9393,1996-03-29 18:36:56,2018-02-23 02:42:34,2.9343
235,3.6786,70,0.909,1996-04-17 17:08:17,2017-06-26 18:17:14,3.6558
236,3.4778,45,0.9167,1996-03-29 18:36:56,2017-06-26 21:55:52,3.4822
237,3.3409,22,1.0395,1996-03-29 18:36:56,2018-02-22 23:42:47,3.3924
238,4.0,2,1.4142,1996-11-26 07:54:36,2000-07-04 04:38:45,3.5821
239,3.0,17,1.0607,1996-05-18 20:06:59,2017-11-12 01:42:32,3.19
240,2.375,4,0.75,1996-07-14 13:31:14,2018-02-21 00:33:27,3.188
241,4.0,1,0.0,2000-07-28 00:34:50,2000-07-28 00:34:50,3.5454
242,3.6,5,0.8944,2000-06-22 13:46:16,2002-12-08 15:55:02,3.5336
243,3.0,1,0.0,1996-10-17 12:33:08,1996-10-17 12:33:08,3.4574
246,4.2931,29,0.762,1996-04-17 17:08:17,2015-06-28 23:39:28,4.0846
247,3.9286,21,0.763,1996-09-16 16:49:01,2015-07-03 02:39:58,3.7874
248,3.1765,17,0.9991,1996-04-18 11:46:46,2018-02-22 20:19:57,3.2997
249,3.7222,18,0.8948,1996-06-10 09:31:40,2012-03-31 22:56:04,3.6415
250,2.5,6,1.0954,1996-05-31 08:19:40,2018-02-22 20:27:17,3.1345
251,3.0,3,0.5,1996-10-17 12:44:17,2005-04-05 16:14:20,3.389
252,3.4535,43,0.8647,1996-03-29 18:36:56,2018-02-21 02:50:28,3.4628
253,3.4587,109,1.0164,1996-04-18 11:46:46,2018-02-20 09:53:17,3.4624
254,3.0,1,0.0,1996-10-17 12:34:15,1996-10-17 12:34:15,3.4574
255,2.0714,7,1.5392,1996-05-18 20:07:17,2005-04-11 03:07:20,2.9252
256,2.8286,35,1.0428,1996-03-29 18:36:56,2018-02-20 17:05:38,2.9824
257,3.5,14,0.9405,1996-03-29 18:36:56,2003-03-07 13:26:03,3.5007
258,2.6,10,1.075,1996-05-31 08:16:15,2007-06-27 02:00:39,3.059
259,3.2,5,0.4472,1996-04-18 11:46:46,2000-06-22 13:56:01,3.4035
260,4.2311,251,0.872,1996-08-17 18:23:58,2018-08-30 11:05:38,4.2022
261,3.881,42,0.7636,1996-03-29 18:36:56,2018-08-12 04:29:38,3.8059
262,3.9048,21,0.6249,1996-05-31 08:10:52,2018-02-20 16:49:51,3.7715
263,4.0,1,0.0,2007-02-13 00:56:40,2007-02-13 00:56:40,3.5454
265,3.9394,33,1.0662,1996-04-17 17:08:18,2011-05-30 22:09:29,3.8347
266,3.3971,68,0.9795,1996-03-29 18:36:56,2018-05-05 20:07:42,3.4109
267,2.9412,17,1.2976,1996-05-12 22:29:04,2017-06-26 18:57:42,3.1535
269,3.0,2,0.0,1996-04-17 17:08:18,2000-07-09 22:00:41,3.4205
270,3.4,5,1.3874,1996-03-29 18:36:56,2018-02-20 16:54:29,3.4685
271,3.5,4,1.291,1996-06-23 12:39:06,1997-09-16 13:28:13,3.5011
272,3.7581,31,1.1171,1996-04-17 17:08:18,2017-03-01 20:14:05,3.6938
273,2.9464,28,1.0483,1996-05-14 07:37:38,2015-01-30 17:57:01,3.0964
274,2.9286,7,1.2392,1996-03-29 18:36:56,2017-06-26 18:58:56,3.2707
275,2.0,6,0.6325,1996-05-12 22:31:00,2000-08-18 11:03:15,2.9512
276,3.25,22,0.8128,1996-03-29 18:36:56,2017-06-27 00:32:57,3.3306
277,3.2237,38,1.1549,1996-05-14 13:25:55,2017-06-26 19:14:22,3.2833
278,1.5,2,0.7071,2000-07-09 21:38:47,2000-08-18 11:04:55,3.1779
279,3.0,2,0.0,1996-03-29 18:36:56,1996-10-17 12:30:36,3.4205
280,4.0769,13,0.8623,1996-05-12 22:27:30,2001-10-26 21:29:23,3.8216
281,3.7857,14,0.8018,1996-03-29 18:36:56,2017-06-27 00:46:37,3.6648
282,3.3375,40,0.9364,1996-03-29 18:36:56,2017-06-26 21:08:46,3.3713
283,3.6667,3,1.5275,1996-04-17 17:08:18,2003-03-31 02:45:12,3.5386
284,4.5,1,0.0,2005-02-21 08:39:08,2005-02-21 08:39:08,3.5894
285,4.0,1,0.0,1996-05-14 13:30:36,1996-05-14 13:30:36,3.5454
287,3.0,1,0.0,1997-03-19 11:50:39,1997-03-19 11:50:39,3.4574
288,3.2337,92,1.1253,1996-04-17 17:08:18,2018-06-19 02:24:39,3.2608
289,3.5625,8,1.116,1996-03-29 18:36:56,2005-02-21 08:11:37,3.5281
290,4.0357,14,0.8427,1996-07-09 19:56:40,2009-02-14 00:12:30,3.8084
291,2.3333,3,0.5774,1996-10-17 12:32:51,2000-08-08 05:20:18,3.2394
292,3.4257,101,0.9038,1996-03-29 18:36:56,2018-02-21 20:00:30,3.4328
293,4.0188,133,0.8625,1996-04-17 17:08:18,2018-09-17 04:12:44,3.9814
294,3.0,2,0.0,1996-03-29 18:36:56,1996-08-17 19:26:37,3.4205
295,3.0,1,0.0,2000-08-08 04:13:58,2000-08-08 04:13:58,3.4574
296,4.1971,307,0.952,1996-04-17 17:08:18,2018-09-17 04:12:07,4.1744
298,2.0,1,0.0,2003-03-31 02:12:05,2003-03-31 02:12:05,3.3695
299,4.0,4,1.1547,1996-04-17 17:08:18,2000-07-28 08:31:08,3.6403
300,3.5185,81,0.8457,1996-03-29 18:36:56,2018-02-09 17:40:10,3.5166
301,4.0,1,0.0,2000-03-31 06:05:13,2000-03-31 06:05:13,3.5454
302,3.2,5,0.4472,1996-10-17 12:30:36,2000-03-31 06:01:11,3.4035
303,2.9531,32,0.9012,1996-04-17 17:08:18,2017-06-27 05:46:19,3.0873
304,3.6667,3,1.5275,1996-10-17 12:32:26,2001-08-14 18:23:36,3.5386
305,2.8333,9,1.2247,1996-06-13 19:20:29,2007-02-13 10:11:39,3.1911
306,4.2188,16,1.0483,1996-04-17 17:08:18,2016-02-04 21:37:25,3.9367
307,3.8958,24,1.1514,1996-04-17 17:08:18,2016-04-19 07:42:46,3.7769
308,4.025,20,0.8025,1996-04-17 17:08:18,2018-05-02 19:02:59,3.8463
310,3.0,1,0.0,1996-10-17 12:41:59,1996-10-17 12:41:59,3.4574
311,3.0,1,0.0,1996-05-14 13:31:30,1996-05-14 13:31:30,3.4574
312,1.4444,9,0.7683,1996-04-17 17:08:18,2017-06-26 19:11:38,2.5457
313,3.3333,3,0.5774,1996-06-17 14:39:18,2017-05-06 02:04:21,3.4638
314,3.75,16,0.8367,1996-04-17 17:08:18,2018-02-22 00:27:07,3.6523
315,3.0789,38,0.9831,1996-03-29 18:36:56,2015-07-03 17:18:30,3.1695
316,3.375,140,0.8442,1996-03-29 18:36:56,2018-08-18 11:32:15,3.3837
317,3.2037,81,1.0629,1996-03-29 18:36:56,2018-05-18 19:52:10,3.2375
318,4.429,317,0.713,1996-04-17 17:08:18,2018-09-17 04:11:50,4.3996
319,3.6,20,1.2312,1996-04-17 17:08:18,2016-11-19 07:54:56,3.5664
320,3.0,1,0.0,2000-03-24 19:16:30,2000-03-24 19:16:30,3.4574
321,4.0,2,0.0,1997-03-19 11:44:21,2007-04-03 21:54:31,3.5821
322,3.55,10,1.0659,1996-08-17 18:29:39,2017-06-27 05:49:18,3.5253
324,4.0,1,0.0,1997-04-07 07:13:48,1997-04-07 07:13:48,3.5454
325,2.5,7,1.1902,1996-04-18 11:46:46,2017-06-26 19:25:56,3.0979
326,4.0,3,1.0,1997-03-06 13:09:54,2000-11-23 01:27:37,3.6134
327,2.8235,34,1.1206,1996-05-14 07:39:45,2018-02-14 20:41:10,2.982
328,3.15,10,1.1797,1996-05-12 22:30:20,2017-06-26 22:29:56,3.329
329,3.3935,108,0.8147,1996-03-29 18:36:56,2018-09-01 18:41:47,3.403
330,3.0,6,0.6325,1996-05-12 22:33:29,2007-12-09 08:51:57,3.3177
331,3.0,2,0.0,1997-03-19 11:50:06,2000-07-09 22:03:15,3.4205
332,2.8333,12,1.0731,1996-05-14 13:29:51,2018-02-25 11:27:26,3.1431
333,3.78,50,1.0887,1996-04-18 11:46:47,2017-06-26 22:29:47,3.7322
334,4.2,5,0.8367,1996-08-17 19:26:08,2005-01-31 09:34:45,3.7288
335,3.5,2,0.7071,1996-05-23 08:34:47,1997-09-16 13:04:22,3.5013
336,3.0,1,0.0,1996-10-17 12:43:43,1996-10-17 12:43:43,3.4574
337,3.7662,77,0.9375,1996-04-17 17:08:18,2017-06-27 02:52:37,3.7348
338,2.8421,19,1.0145,1996-05-18 20:02:35,2017-06-26 23:55:42,3.0749
339,3.4694,98,0.8846,1996-03-29 18:36:56,2018-08-11 02:25:13,3.4725
340,3.4,5,0.5477,1996-05-12 22:31:26,2000-06-20 16:26:07,3.4685
341,4.0,2,0.0,2000-11-23 00:05:01,2002-12-08 15:49:53,3.5821
342,3.2727,33,1.039,1996-05-01 08:39:01,2017-06-26 22:14:30,3.3274
343,2.9,5,0.8944,1996-03-29 18:36:55,2009-03-22 08:47:53,3.3059
344,3.0404,161,1.0709,1996-04-18 11:46:45,2018-03-23 16:25:36,3.0683
345,3.5972,36,0.977,1996-06-24 19:20:03,2018-09-01 19:04:13,3.5758
346,3.5,6,0.5477,1996-08-27 10:28:20,2009-03-22 08:49:32,3.501
347,3.5,6,0.8367,1996-04-17 17:08:17,2002-12-09 00:57:10,3.501
348,3.5833,30,1.1225,1996-04-17 17:08:17,2017-06-27 00:30:58,3.5623
349,3.6045,110,0.7814,1996-03-29 18:36:55,2017-06-26 23:59:31,3.5956
350,3.386,57,0.8609,1996-05-14 07:43:07,2018-02-21 02:27:48,3.4038
351,3.1765,17,0.9004,1996-03-29 18:36:55,2018-02-22 01:49:56,3.2997
352,2.5,2,0.7071,1996-10-17 12:29:42,2000-06-19 18:15:32,3.3396
353,3.6094,64,0.9697,1996-05-12 22:34:28,2017-06-26 22:49:44,3.5944
354,3.3333,6,0.8165,1996-08-24 08:43:48,2018-02-23 01:33:10,3.4399
355,2.3571,42,0.9708,1996-05-12 22:36:09,2017-06-26 18:55:55,2.5837
356,4.1641,329,0.8312,1996-05-21 16:15:27,2018-08-31 10:00:59,4.1439
